Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),17:00,21:30,04h 30m,INR 550,17 Seats available,"4.6
285",https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
M R Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:10,21:55,04h 45m,INR 485,35 Seats available,"4.4
440",https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Raj Travel,A/C Sleeper (2+1),22:30,05:30,07h 00m,INR 560,17 Seats available,"4.3
98",https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
,,,,,,,,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
,,,,,,,,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Jain travels regd,A/C Seater / Sleeper (2+1),14:00,18:00,04h 00m,INR 430,39 Seats available,"4.1
9",https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
Jain travels regd,NON AC Seater / Sleeper 2+1,14:30,18:45,04h 15m,INR 330,18 Seats available,3.5,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
Choudhary travels and cargo,A/C Seater / Sleeper (2+1),15:00,19:30,04h 30m,INR 600,20 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
Choudhary travels and cargo,A/C Seater / Sleeper (2+1),15:00,19:30,04h 30m,INR 600,20 Seats available,5.0,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
,,,,,,,,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
Jain travels regd,NON AC Seater / Sleeper 2+1,17:36,21:25,03h 49m,INR 400,18 Seats available,3.8,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
Jain travels regd,NON AC Seater / Sleeper 2+1,19:30,23:00,03h 30m,INR 350,40 Seats available,3.8,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:20,23:59,02h 39m,450,38 Seats available,"4.0
2",https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
Jain travels regd,NON AC Seater/ Sleeper (2+1),21:45,01:15,03h 30m,INR 300,42 Seats available,3.8,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
,,,,,,,,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),15:20,18:00,02h 40m,370,36 Seats available,"4.0
1",https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
Amit Travels,Bharat Benz A/C Seater (2+2),15:55,18:20,02h 25m,INR 349,39 Seats available,"5.0
2",https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
Ankit Travels,AC Seater (2+2),17:50,20:10,02h 20m,285,44 Seats available,3.2,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:45,21:40,02h 55m,INR 350,35 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
,,,,,,,,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
Gajraj Travels,A/C Sleeper (2+1),22:15,05:35,07h 20m,INR 600,25 Seats available,"4.7
444",https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
Jain travels regd,AC Sleeper (2+1),22:30,05:05,06h 35m,INR 600,33 Seats available,"4.2
508",https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
Jain travels regd,A/C Seater / Sleeper (2+1),23:00,06:00,07h 00m,INR 450,38 Seats available,"4.1
252",https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
M R Travels,A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,INR 510,27 Seats available,"4.0
337",https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
,,,,,,,,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
Rinku Travels,A/C Seater / Sleeper (2+1),21:15,06:00,08h 45m,INR 400,28 Seats available,"4.0
95",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Aligarh (uttar pradesh) to Jaipur (Rajasthan)
Rinku Travels,A/C Seater / Sleeper (2+1),21:30,05:20,07h 50m,INR 400,22 Seats available,"3.7
49",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Aligarh (uttar pradesh) to Jaipur (Rajasthan)
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:55,07:00,07h 05m,INR 499,18 Seats available,"2.7
71",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Aligarh (uttar pradesh) to Jaipur (Rajasthan)
,,,,,,,,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Aligarh (uttar pradesh) to Jaipur (Rajasthan)
,,,,,,,,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Aligarh (uttar pradesh) to Jaipur (Rajasthan)
UPSRTC - BDV0129,Ordinary Non AC Seater 2+3,23:44,07:25,07h 41m,INR 361,52 Seats available,3.3,https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,Jaipur (Rajasthan) to Aligarh (uttar pradesh)
Rinku Travels,A/C Seater / Sleeper (2+1),21:30,04:55,07h 25m,INR 400,42 Seats available,"4.0
57",https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,Jaipur (Rajasthan) to Aligarh (uttar pradesh)
Rinku Travels,A/C Seater / Sleeper (2+1),21:15,04:25,07h 10m,INR 400,41 Seats available,"3.7
65",https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,Jaipur (Rajasthan) to Aligarh (uttar pradesh)
Mahalaxmi Travels,,21:00,04:00,07h 00m,INR 476,21 Seats available,3.2,https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,Jaipur (Rajasthan) to Aligarh (uttar pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,Jaipur (Rajasthan) to Aligarh (uttar pradesh)
Jain travels regd,A/C Seater / Sleeper (2+1),14:00,17:20,03h 20m,INR 370,40 Seats available,4.8,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Jain travels regd,NON AC Seater / Sleeper 2+1,14:30,17:36,03h 06m,INR 270,18 Seats available,4.8,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Jain travels regd,NON AC Seater / Sleeper 2+1,15:30,19:30,04h 00m,INR 270,40 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
M R Travels,NON A/C Seater/ Sleeper (2+1),15:30,19:30,04h 00m,INR 408,41 Seats available,3.5,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
,,,,,,,,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Devraj Travels,Bharat Benz A/C Seater (2+2),12:55,18:20,05h 25m,INR 350,31 Seats available,3.7,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Vijay Tour and Travels,Bharat Benz A/C Seater / Sleeper (2+2),14:15,19:30,05h 15m,INR 300,32 Seats available,"3.0
29",https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Amit Travels,Non AC Seater (2+3),15:40,21:20,05h 40m,INR 299,55 Seats available,"3.0
1",https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:30,22:10,04h 40m,INR 350,33 Seats available,"3.1
5",https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Devraj Travels,,18:15,23:05,04h 50m,,,,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
UPSRTC - KSN0275,Ordinary Non AC Seater 2+3,18:06,20:30,02h 24m,INR 121,52 Seats available,3.3,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
CHANDRA RAJ TRAVELS,NON AC Seater / Sleeper 2+1,13:10,14:45,01h 35m,INR 300,38 Seats available,3.3,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Rinku Travels,A/C Seater / Sleeper (2+1),17:30,21:00,03h 30m,333,41 Seats available,3.5,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Jain travels regd,A/C Seater / Sleeper (2+1),18:45,20:45,02h 00m,INR 300,40 Seats available,3.7,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
,,,,,,,,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),17:00,21:30,04h 30m,INR 550,17 Seats available,"4.6
285",https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
M R Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:10,21:55,04h 45m,INR 485,35 Seats available,"4.4
440",https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Raj Travel,A/C Sleeper (2+1),22:30,05:30,07h 00m,INR 560,17 Seats available,"4.3
98",https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
,,,,,,,,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
,,,,,,,,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
Jain travels regd,A/C Seater / Sleeper (2+1),14:00,18:00,04h 00m,INR 430,39 Seats available,"4.1
9",https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
Jain travels regd,NON AC Seater / Sleeper 2+1,14:30,18:45,04h 15m,INR 330,18 Seats available,3.5,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
Choudhary travels and cargo,A/C Seater / Sleeper (2+1),15:00,19:30,04h 30m,INR 600,20 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
Choudhary travels and cargo,A/C Seater / Sleeper (2+1),15:00,19:30,04h 30m,INR 600,20 Seats available,5.0,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
,,,,,,,,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
Jain travels regd,NON AC Seater / Sleeper 2+1,17:36,21:25,03h 49m,INR 400,18 Seats available,3.8,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
Jain travels regd,NON AC Seater / Sleeper 2+1,19:30,23:00,03h 30m,INR 350,40 Seats available,3.8,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
